index,simplified,traditional,pinyin,definition,examples,hsk_level,traditional_variants,radical_index,pinyin2,pinyin3,numbered_pinyin,numbered_pinyin2,numbered_pinyin3
1304,索,索,suǒ,"[""cable"",""rope"",""rules"",""laws"",""to demand"",""to exact""]","[{""chinese"":""她摸索著一張紙。"",""english"":""She fumbled with a piece of paper.""},{""chinese"":""汤姆不加思索地行动。"",""english"":""Tom acted without thinking.""},{""chinese"":""汤姆不假思索脱口而出。"",""english"":""Tom speaks without thinking.""}]",5,,120,,,suo3,,
1305,劳,勞,láo,"[""to toil"",""labor"",""laborer""]","[{""chinese"":""感谢你的劳碌。"",""english"":""Thanks for your hard work.""},{""chinese"":""感谢你的劳碌。"",""english"":""Thank you for your hard work.""},{""chinese"":""这个工作没有酬劳。"",""english"":""This job doesn't pay.""}]",5,,19,,,lao2,,
1306,稍,稍,shāo,"[""somewhat"",""slightly"",""a little"",""rather""]","[{""chinese"":""請稍等。"",""english"":""Wait a moment.""},{""chinese"":""请稍等一下。"",""english"":""Please wait a bit.""},{""chinese"":""请稍等一下。"",""english"":""Please wait a minute.""}]",5,,115,,,shao1,,
1307,违,違,wéi,"[""to violate"",""to disobey"",""to defy"",""to separate from""]","[{""chinese"":""他没违法。"",""english"":""He's not breaking the law.""},{""chinese"":""我没有违法。"",""english"":""I didn't break the law.""},{""chinese"":""这违反规则。"",""english"":""That's against the rules.""}]",5,,162,,,wei2,,
1308,拼,拼,pīn,"[""to piece together"",""to join together"",""to stake all""]","[{""chinese"":""拼命地跑"",""english"":""Run like your life depends on it.""},{""chinese"":""你的姓怎麼拼？"",""english"":""How do you spell your last name?""},{""chinese"":""你的姓怎麼拼？"",""english"":""How do you spell your family name?""}]",5,,64,,,pin1,,
1309,怜,憐,lián,"[""to pity"",""to sympathize with""]","[{""chinese"":""她照顾可怜的小鸟。"",""english"":""She took care of the poor little bird.""},{""chinese"":""这个可怜的年轻人最后成为了一个了不起的艺术家。"",""english"":""The poor young man finally became a great artist.""}]",5,,61,,,lian2,,
1310,吐,吐,tǔ,"[""to vomit"",""to spew out"",""to cough up"",""to say""]","[{""chinese"":""禁止吐痰。"",""english"":""Spitting is prohibited.""},{""chinese"":""我剛才吐了。"",""english"":""I just threw up.""},{""chinese"":""他有个随地吐痰的习惯。"",""english"":""He has the habit of spitting on the ground.""}]",5,,30,,,tu3,,
1311,厅,廳,tīng,"[""hall"",""living room"",""office""]","[{""chinese"":""餐厅在哪里？"",""english"":""Where's the dining room?""},{""chinese"":""自助餐厅在哪里？"",""english"":""Where's the cafeteria?""},{""chinese"":""自助餐厅在哪里？"",""english"":""Where is the cafeteria?""}]",5,,27,,,ting1,,
1312,堆,堆,duī,"[""crowd"",""heap"",""pile"",""mass"",""to pile up"",""measure word for things in piles or stacks""]","[{""chinese"":""看那堆钱。"",""english"":""Look at all that money.""},{""chinese"":""汤姆和一堆陌生人在一起。"",""english"":""Tom was with a bunch of strangers.""}]",5,,32,,,dui1,,
1313,扔,扔,rēng,"[""to throw"",""to hurl"",""to cast away""]","[{""chinese"":""扔掉"",""english"":""Throw it away.""},{""chinese"":""他把球扔了。"",""english"":""He threw the ball.""},{""chinese"":""别在这儿扔垃圾。"",""english"":""Don't throw trash here.""}]",5,,64,,,reng1,,
1314,滑,滑,huá,"[""to slip"",""to slide"",""slippery"",""polished""]","[{""chinese"":""你滑冰嗎？"",""english"":""Do you skate?""},{""chinese"":""滑稽可笑。"",""english"":""It was ridiculous.""},{""chinese"":""小心地滑。"",""english"":""Be careful. It's slippery here.""}]",5,,85,,,hua2,,
1315,污,污,wū,"[""filthy"",""dirty"",""polluted"",""impure""]","[{""chinese"":""废水经常污染海洋。"",""english"":""Sewage often pollutes the ocean.""},{""chinese"":""我们有一节关于环境污染的讲座。"",""english"":""We had a lecture on environmental pollution.""},{""chinese"":""環境污染正造成異常的天氣情況。"",""english"":""Environmental pollution is causing abnormal weather conditions.""}]",5,,85,,,wu1,,
1316,染,染,rǎn,"[""dye"",""to catch"",""to infect"",""to be contagious""]","[{""chinese"":""汤姆染发了。"",""english"":""Tom dyed his hair.""},{""chinese"":""你染過頭髮嗎？"",""english"":""Have you ever dyed your hair?""},{""chinese"":""布被染成鲜红。"",""english"":""The cloth was dyed bright red.""}]",5,,75,,,ran3,,
1317,恋,戀,liàn,"[""to feel attached to"",""to long for"",""to love""]","[{""chinese"":""恋爱使人盲目。"",""english"":""Love is blind.""},{""chinese"":""他一直暗恋着她。"",""english"":""He has had a crush on her.""},{""chinese"":""他一直暗恋着她。"",""english"":""He has been secretly in love with her.""}]",5,,61,,,lian4,,
1318,辛,辛,xīn,"[""bitter"",""toilsome"",""laborious"",""8th heavenly stem""]","[{""chinese"":""做教師很辛苦。"",""english"":""Being a teacher is very hard work.""},{""chinese"":""學習英語很辛苦。"",""english"":""Learning English is hard work.""},{""chinese"":""他们工作的很辛苦。"",""english"":""They work really hard.""}]",5,,160,,,xin1,,
1319,躲,躲,duǒ,"[""to evade"",""to escape"",""to hide"",""to take shelter""]","[{""chinese"":""躲雨。"",""english"":""Stay out of the rain.""},{""chinese"":""汤姆躲在棚里。"",""english"":""Tom hid in the shed.""},{""chinese"":""跑到山里躲起来。"",""english"":""Run and hide in the mountains.""}]",5,,158,,,duo3,,
1320,涨,漲,zhǎng,"[""to swell"",""to distend""]","[{""chinese"":""物价上涨了。"",""english"":""Prices are going up.""},{""chinese"":""他不肯给我涨工资。"",""english"":""He would not raise my salary.""},{""chinese"":""价格还会继续涨吗？"",""english"":""Will the price keep going up?""}]",5,,85,,,zhang3,,
1321,弹,彈,dàn,"[""bullet"",""pellet"",""shell"",""elastic"",""springy""]","[{""chinese"":""她会弹钢琴。"",""english"":""She can play the piano.""},{""chinese"":""谁在弹钢琴？"",""english"":""Who is playing the piano?""},{""chinese"":""给我们弹一手。"",""english"":""Play us a tune.""}]",5,,57,,,dan4,,
1322,返,返,fǎn,"[""to restore"",""to return"",""to revert to""]","[{""chinese"":""往返票多少钱？"",""english"":""What's the round-trip fare?""},{""chinese"":""我买了往返的票。"",""english"":""I bought a round-trip ticket.""},{""chinese"":""你买了往返的票吗？"",""english"":""Did you buy a round-trip ticket?""}]",5,,162,,,fan3,,
1323,驾,駕,jià,"[""to drive"",""to ride"",""to sail"",""carriage"",""cart""]","[{""chinese"":""她没有驾照。"",""english"":""She doesn't have a driver's license.""},{""chinese"":""他全速驾驶着。"",""english"":""He is driving at top speed.""},{""chinese"":""他全速驾驶着。"",""english"":""He was driving the car at full speed.""}]",5,,187,,,jia4,,
1324,驶,駛,shǐ,"[""to drive"",""to pilot"",""to ride"",""fast"",""quick""]","[{""chinese"":""他全速驾驶着。"",""english"":""He is driving at top speed.""},{""chinese"":""他全速驾驶着。"",""english"":""He was driving the car at full speed.""},{""chinese"":""我知道怎么驾驶汽车。"",""english"":""I know how to drive a car.""}]",5,,187,,,shi3,,
1325,虎,虎,hǔ,"[""tiger"",""brave"",""fierce"",""surname""]","[{""chinese"":""这不是老虎。"",""english"":""This isn't a tiger.""},{""chinese"":""这不是老虎。"",""english"":""This is not a tiger.""},{""chinese"":""老虎吃什么东西？"",""english"":""What do tigers eat?""}]",5,,141,,,hu3,,
1326,锁,鎖,suǒ,"[""lock"",""padlock"",""chains"",""shackles""]","[{""chinese"":""锁坏了。"",""english"":""The lock's broken.""},{""chinese"":""锁坏了。"",""english"":""The lock is broken.""},{""chinese"":""他们忘了锁门。"",""english"":""They forgot to lock the door.""}]",5,,167,,,suo3,,
1327,瘦,瘦,shòu,"[""thin"",""lean"",""emaciated"",""meager""]","[{""chinese"":""我瘦了一點。"",""english"":""I've lost a little weight.""},{""chinese"":""我瘦了三公斤。"",""english"":""I lost three kilograms.""},{""chinese"":""湯姆最近變瘦了。"",""english"":""Tom has lost weight recently.""}]",5,,104,,,shou4,,
1328,猜,猜,cāi,"[""to guess"",""to conjecture"",""to suppose"",""to feel""]","[{""chinese"":""我猜你是對的。"",""english"":""I guess you're right.""},{""chinese"":""我猜想您饿了。"",""english"":""I suppose you're hungry.""},{""chinese"":""我猜想您喜欢他。"",""english"":""I suppose you like him.""}]",5,,94,,,cai1,,
1329,厨,廚,chú,"[""kitchen"",""closet"",""cupboard""]","[{""chinese"":""他在厨房。"",""english"":""He's in the kitchen.""},{""chinese"":""厨房在哪?"",""english"":""Where's the kitchen?""},{""chinese"":""他在厨房。"",""english"":""He is in the kitchen.""}]",5,,27,,,chu2,,
1330,询,詢,xún,"[""to ask about"",""to inquire into"",""to consult""]","[{""chinese"":""請向服務台詢問。"",""english"":""Please ask at the information desk.""},{""chinese"":""遊客諮詢處在哪裡?"",""english"":""Where is the tourist information office?""},{""chinese"":""你應該諮詢你的醫生。"",""english"":""You should consult your doctor.""}]",5,,149,,,xun2,,
1331,挤,擠,jǐ,"[""to crowd in"",""to cram in"",""to force others aside""]","[{""chinese"":""屋里挤满了人。"",""english"":""The room is full of people.""},{""chinese"":""火车挤满了人。"",""english"":""The train was crowded with people.""},{""chinese"":""这个房间很拥挤。"",""english"":""This room is cramped.""}]",5,,64,,,ji3,,
1332,宿,宿,sù,"[""to stop"",""to rest"",""to lodge"",""constellation""]","[{""chinese"":""你打算在哪裡留宿？"",""english"":""Where are you planning to stay?""},{""chinese"":""她搭上了去原宿的巴士。"",""english"":""She got on a bus for Harajuku.""},{""chinese"":""你習慣在宿舍生活了嗎？"",""english"":""Have you gotten used to living in the dorm?""}]",5,,40,xiù,,su4,xiu4,
1333,舍,舍,shě,"[""house"",""dwelling"",""to reside"",""to dwell"",""to abandon"",""to give up""]","[{""chinese"":""他放火燒了校舍。"",""english"":""He set fire to the school building.""},{""chinese"":""附近有没有青年旅舍？"",""english"":""Is there a youth hostel near here?""},{""chinese"":""附近有没有青年旅舍？"",""english"":""Is there a youth hostel around here?""}]",5,"[""捨""]",135,,,she3,,
1334,邻,鄰,lín,"[""neighbor"",""neighborhood""]","[{""chinese"":""我讨厌我的邻居。"",""english"":""I hate my neighbor.""},{""chinese"":""我讨厌我的邻居。"",""english"":""I hate my neighbors.""},{""chinese"":""与邻居相亲相爱。"",""english"":""Love your neighbors.""}]",5,,170,,,lin2,,
1335,碎,碎,suì,"[""to break"",""to smash"",""broken"",""busted""]","[{""chinese"":""花瓶被打碎了。"",""english"":""The vase was shattered.""},{""chinese"":""镜子被摔碎了。"",""english"":""The mirror was shattered.""},{""chinese"":""湯姆把票撕碎。"",""english"":""Tom tore the ticket to bits.""}]",5,,112,,,sui4,,
1336,插,插,chā,"[""to insert"",""to stick in"",""to pierce"",""to plant""]","[{""chinese"":""别插手。"",""english"":""Stay out of this.""},{""chinese"":""别再插手。"",""english"":""Stop meddling.""},{""chinese"":""不要插手我的事。"",""english"":""Don't interfere in my affairs.""}]",5,,64,,,cha1,,
1337,咬,咬,yǎo,"[""to bite"",""to gnaw""]","[{""chinese"":""她咬了他。"",""english"":""She bit him.""},{""chinese"":""汤姆咬紧牙关。"",""english"":""Tom gritted his teeth.""},{""chinese"":""汤姆咬紧牙关。"",""english"":""Tom clenched his teeth.""}]",5,,30,,,yao3,,
1338,挡,擋,dǎng,"[""to block"",""to obstruct"",""to get in the way"",""cover"",""guard""]","[{""chinese"":""一棵倒下的树挡住了通道。"",""english"":""A fallen tree blocked the path.""},{""chinese"":""日本军队看来强大得不可阻挡。"",""english"":""The Japanese military forces seemed too strong to stop.""},{""chinese"":""有人把我新车的挡风玻璃砸碎了。"",""english"":""Someone smashed the windshield of my new car.""}]",5,,64,,,dang3,,
1339,辈,輩,bèi,"[""lifetime"",""generation"",""group of people""]","[{""chinese"":""我尊敬长辈。"",""english"":""I respect the elderly.""},{""chinese"":""这活儿我干了一辈子。"",""english"":""I've done this all my life.""},{""chinese"":""我想我会一辈子单身。"",""english"":""I guess I'm never going to get married.""}]",5,,175,,,bei4,,
1340,委,委,wěi,"[""to entrust"",""to cast aside"",""to shift""]","[{""chinese"":""他是委員會主席。"",""english"":""He's the chairman of the committee.""},{""chinese"":""她當選為委員會主席。"",""english"":""She was elected chairman of the committee.""},{""chinese"":""你是委員會中的成員嗎？"",""english"":""Are you on the committee?""}]",5,,38,,,wei3,,
1341,托,托,tuō,"[""to raise"",""to support"",""to entrust"",""to rely on""]","[{""chinese"":""騎摩托車很有趣。"",""english"":""It's fun to ride a motorcycle.""},{""chinese"":""我的摩托車是新的。"",""english"":""My motorcycle is new.""},{""chinese"":""湯姆騎摩托車上班。"",""english"":""Tom goes to work by motorcycle.""}]",5,"[""託""]",64,,,tuo1,,
1342,盒,盒,hé,"[""small box"",""case""]","[{""chinese"":""我能打开盒子吗?"",""english"":""May I open the box?""},{""chinese"":""盒子几乎是空的。"",""english"":""The box is almost empty.""},{""chinese"":""盒子裡有一些蛋。"",""english"":""There are some eggs in the box.""}]",5,,108,,,he2,,
1343,赔,賠,péi,"[""to compensate for loss"",""to indemnify"",""to suffer a financial loss""]","[{""chinese"":""他們狀告政府賠償損失。"",""english"":""They sued the government for damages.""}]",5,,154,,,pei2,,
1344,偿,償,cháng,"[""to repay"",""to compensate for"",""to recompense""]","[{""chinese"":""你如願以償了嗎?"",""english"":""Did you get your wish?""},{""chinese"":""他終於如願以償了。"",""english"":""He finally got his wish.""},{""chinese"":""他們狀告政府賠償損失。"",""english"":""They sued the government for damages.""}]",5,,9,,,chang2,,
1345,罚,罰,fá,"[""penalty"",""fine"",""to punish"",""to penalize""]","[{""chinese"":""您不会受罚。"",""english"":""You won't be punished.""},{""chinese"":""汤姆要惩罚我。"",""english"":""Tom wanted to punish me.""},{""chinese"":""您为什么惩罚他们？"",""english"":""What are you punishing them for?""}]",5,,122,,,fa2,,
1346,敏,敏,mǐn,"[""fast"",""quick"",""clever"",""smart""]","[{""chinese"":""他很敏感。"",""english"":""He is very sensitive.""},{""chinese"":""我玉米過敏。"",""english"":""I'm allergic to corn.""},{""chinese"":""狗的嗅觉灵敏。"",""english"":""Dogs have a keen sense of smell.""}]",5,,66,,,min3,,
1347,厌,厭,yàn,"[""to dislike"",""to detest"",""to reject"",""to satiate""]","[{""chinese"":""我讨厌鱼。"",""english"":""I hate fish.""},{""chinese"":""我讨厌酒。"",""english"":""I hate wine.""},{""chinese"":""我厌恶他。"",""english"":""I am disgusted with him.""}]",5,,27,,,yan4,,
1348,劝,勸,quàn,"[""to recommend"",""to advise"",""to urge"",""to exhort""]","[{""chinese"":""我勸你戒酒。"",""english"":""I advise you to give up drinking.""},{""chinese"":""他勸她去報警。"",""english"":""She was advised by him to go to the police.""},{""chinese"":""他不聽我的勸告。"",""english"":""He wouldn't listen to my advice.""}]",5,,19,,,quan4,,
