index,simplified,traditional,traditionalVariants,pinyin,pinyin2,pinyin3,numberedPinyin,numberedPinyin2,numberedPinyin3,radicalIndex,hskLevel,lesson,definition,examples,wordExamples
1282,鬼,鬼,,guǐ,,,gui3,,,194,5,,ghost / spirit / demon / cunning / tricky,"[{""chinese"": ""小孩们在讲鬼故事。"", ""english"": ""The children are telling ghost stories.""}, {""chinese"": ""那个人很鬼，总能想到坏主意。"", ""english"": ""That person is cunning and always comes up with bad ideas.""}, {""chinese"": ""这座老宅据说闹鬼。"", ""english"": ""This old mansion is said to be haunted.""}]","[{""word"": ""鬼魂"", ""pinyin"": ""guǐhún"", ""meaning"": ""ghost / spirit / phantom""}, {""word"": ""鬼故事"", ""pinyin"": ""guǐ gùshì"", ""meaning"": ""ghost story""}, {""word"": ""调皮鬼"", ""pinyin"": ""tiáopí guǐ"", ""meaning"": ""mischievous person / trickster""}]"
1283,库,庫,,kù,,,ku4,,,53,5,,warehouse | storehouse | library,"[{""chinese"": ""我们的仓库需要整理。"", ""english"": ""Our warehouse needs to be organized.""}, {""chinese"": ""数据库中有大量信息。"", ""english"": ""The database contains a lot of information.""}, {""chinese"": ""停车库在地下。"", ""english"": ""The parking garage is underground.""}]","[{""word"": ""仓库"", ""pinyin"": ""cāngkù"", ""meaning"": ""warehouse / storehouse""}, {""word"": ""库存"", ""pinyin"": ""kùcún"", ""meaning"": ""inventory / stock""}, {""word"": ""数据库"", ""pinyin"": ""shùjùkù"", ""meaning"": ""database""}]"
1284,玻,玻,,bō,,,bo1,,,96,5,,glass (used in compounds),"[{""chinese"": ""小心掉下来的玻璃片。"", ""english"": ""Be careful of the fallen glass shards.""}, {""chinese"": ""这个玻璃杯很透亮。"", ""english"": ""This glass cup is very clear.""}, {""chinese"": ""窗户上的玻璃被打碎了。"", ""english"": ""The glass on the window was broken.""}]","[{""word"": ""玻璃"", ""pinyin"": ""bōli"", ""meaning"": ""glass""}, {""word"": ""玻璃杯"", ""pinyin"": ""bōli bēi"", ""meaning"": ""glass cup""}, {""word"": ""玻璃窗"", ""pinyin"": ""bōli chuāng"", ""meaning"": ""glass window""}]"
1285,璃,琍,璃,lí,,,li2,,,96,5,,glass | colored glaze,"[{""chinese"": ""这个花瓶是用玻璃制成的。"", ""english"": ""This vase is made of glass.""}, {""chinese"": ""窗户上的玻璃被打碎了。"", ""english"": ""The glass on the window was broken.""}, {""chinese"": ""我们需要更换玻璃杯。"", ""english"": ""We need to replace the glasses.""}]","[{""word"": ""玻璃"", ""pinyin"": ""bōli"", ""meaning"": ""glass""}, {""word"": ""玻璃杯"", ""pinyin"": ""bōli bēi"", ""meaning"": ""glass cup""}, {""word"": ""钢化玻璃"", ""pinyin"": ""gānghuà bōli"", ""meaning"": ""tempered glass""}]"
1286,贸,貿,,mào,,,mao4,,,154,5,,commerce | trade,"[{""chinese"": ""国际贸易对经济很重要。"", ""english"": ""International trade is important for the economy.""}, {""chinese"": ""他从事进出口贸易已有十年。"", ""english"": ""He has been engaged in import-export trade for ten years.""}, {""chinese"": ""两国贸易关系日益密切。"", ""english"": ""Trade relations between the two countries are becoming closer.""}]","[{""word"": ""贸易"", ""pinyin"": ""màoyì"", ""meaning"": ""trade / commerce""}, {""word"": ""外贸"", ""pinyin"": ""wàimào"", ""meaning"": ""foreign trade""}, {""word"": ""贸易战"", ""pinyin"": ""màoyì zhàn"", ""meaning"": ""trade war""}]"
1287,尝,嘗,,cháng,shàng,,chang2,shang4,,42,5,,to taste | to experience | to experiment with,"[{""chinese"": ""你可以尝一尝这道菜。"", ""english"": ""You can have a taste of this dish.""}, {""chinese"": ""他从未尝过失败的滋味。"", ""english"": ""He has never experienced the taste of failure.""}, {""chinese"": ""我想尝试一个新的餐厅。"", ""english"": ""I'd like to try a new restaurant.""}]","[{""word"": ""尝试"", ""pinyin"": ""chángshì"", ""meaning"": ""to try / to attempt""}, {""word"": ""品尝"", ""pinyin"": ""pǐncháng"", ""meaning"": ""to taste / to sample""}, {""word"": ""尝鲜"", ""pinyin"": ""chángxiān"", ""meaning"": ""to taste something new / to be among the first to try""}]"
1288,吨,噸,,dūn,,,dun1,,,30,5,,ton (unit of weight),"[{""chinese"": ""这批货物重达五吨。"", ""english"": ""This shipment weighs five tons.""}, {""chinese"": ""工厂每天生产十吨钢铁。"", ""english"": ""The factory produces ten tons of steel daily.""}, {""chinese"": ""一吨等于一千公斤。"", ""english"": ""One ton equals one thousand kilograms.""}]","[{""word"": ""吨位"", ""pinyin"": ""dùnwèi"", ""meaning"": ""tonnage""}, {""word"": ""千吨"", ""pinyin"": ""qiāndùn"", ""meaning"": ""thousand tons""}, {""word"": ""吨级"", ""pinyin"": ""dùnjí"", ""meaning"": ""ton-class / of a certain tonnage""}]"
1289,逃,逃,,táo,,,tao2,,,162,5,,to abscond | to dodge | to escape | to flee,"[{""chinese"": ""小偷从警察手中逃脱了。"", ""english"": ""The thief escaped from the police.""}, {""chinese"": ""他逃避了自己的责任。"", ""english"": ""He dodged his responsibilities.""}, {""chinese"": ""那些难民正在逃往边境。"", ""english"": ""Those refugees are fleeing towards the border.""}]","[{""word"": ""逃跑"", ""pinyin"": ""tàopǎo"", ""meaning"": ""to flee / to run away""}, {""word"": ""逃避"", ""pinyin"": ""tàobì"", ""meaning"": ""to evade / to dodge / to escape from""}, {""word"": ""逃脱"", ""pinyin"": ""tàotuō"", ""meaning"": ""to escape / to get away""}]"
1290,聪,聰,,cōng,,,cong1,,,128,5,,sharp (of sight and hearing) | intelligent | clever | bright,"[{""chinese"": ""你聪明的想法解决了问题。"", ""english"": ""Your clever idea solved the problem.""}, {""chinese"": ""她聪敏过人，考试总是第一名。"", ""english"": ""She's exceptionally intelligent and always tops the exams.""}, {""chinese"": ""那个聪慧的孩子只用了半小时就学会了。"", ""english"": ""That bright child learned it in just half an hour.""}]","[{""word"": ""聪明"", ""pinyin"": ""cōngmíng"", ""meaning"": ""intelligent; clever; smart""}, {""word"": ""聪慧"", ""pinyin"": ""cōnghuì"", ""meaning"": ""intelligent; wise; bright""}, {""word"": ""聪敏"", ""pinyin"": ""cōngmǐn"", ""meaning"": ""quick-witted; sharp-minded""}]"
1291,毒,毒,,dú,,,du2,,,80,5,,poison | venom | drug | narcotic,"[{""chinese"": ""这种蘑菇有毒，不能吃。"", ""english"": ""This type of mushroom is poisonous and cannot be eaten.""}, {""chinese"": ""他因为吸毒被警察逮捕了。"", ""english"": ""He was arrested by police for drug use.""}, {""chinese"": ""蛇的毒液非常危险。"", ""english"": ""Snake venom is extremely dangerous.""}]","[{""word"": ""中毒"", ""pinyin"": ""zhòngdú"", ""meaning"": ""poisoning; intoxication""}, {""word"": ""有毒"", ""pinyin"": ""yǒudú"", ""meaning"": ""poisonous; toxic""}, {""word"": ""毒药"", ""pinyin"": ""dúyao"", ""meaning"": ""poison""}]"
1292,彼,彼,,bǐ,,,bi3,,,60,5,,that | those | another,"[{""chinese"": ""我们彼此信任，才能成功合作。"", ""english"": ""We can work together successfully only by trusting each other.""}, {""chinese"": ""两个朋友彼此帮助度过困难时期。"", ""english"": ""The two friends helped each other through difficult times.""}, {""chinese"": ""彼此不同的文化丰富了我们的视野。"", ""english"": ""Differing cultures enriched our perspectives.""}]","[{""word"": ""彼此"", ""pinyin"": ""bǐcǐ"", ""meaning"": ""each other; one another""}, {""word"": ""彼岸"", ""pinyin"": ""bǐ'àn"", ""meaning"": ""the other shore; the opposite bank""}]"
1293,沟,溝,,gōu,,,gou1,,,85,5,,ditch | drain | gutter | narrow waterway,"[{""chinese"": ""田间的沟渠用来灌溉农田。"", ""english"": ""The ditches between fields are used to irrigate the crops.""}, {""chinese"": ""双方需要沟通才能消除误会。"", ""english"": ""The two parties need to communicate to clear up misunderstandings.""}, {""chinese"": ""房顶的水沟把雨水引向下水道。"", ""english"": ""The gutter on the roof directs rainwater to the drain.""}]","[{""word"": ""沟通"", ""pinyin"": ""gōutōng"", ""meaning"": ""to communicate; to connect""}, {""word"": ""沟渠"", ""pinyin"": ""gōuqú"", ""meaning"": ""ditch; canal; waterway""}, {""word"": ""沟壑"", ""pinyin"": ""gōuhuò"", ""meaning"": ""ravine; gully""}]"
1294,乘,乘,,chéng,shèng,,cheng2,sheng4,,4,5,,ride | mount | to make use of | to ascend | to multiply,"[{""chinese"": ""他乘坐飞机去北京出差。"", ""english"": ""He took a plane to Beijing for a business trip.""}, {""chinese"": ""乘胜追击，我们终于赢得了比赛。"", ""english"": ""Pressing our advantage, we finally won the match.""}, {""chinese"": ""三乘五等于十五。"", ""english"": ""Three multiplied by five equals fifteen.""}]","[{""word"": ""乘坐"", ""pinyin"": ""chéngzuò"", ""meaning"": ""to ride; to take (a vehicle)""}, {""word"": ""乘客"", ""pinyin"": ""chéngkè"", ""meaning"": ""passenger""}, {""word"": ""乘机"", ""pinyin"": ""chéngjī"", ""meaning"": ""to seize the opportunity; to take advantage""}]"
1295,润,潤,,rùn,,,run4,,,85,5,,moist | to moisten | sleek | profit | to enhance,"[{""chinese"": ""这种面霜能润肤保湿。"", ""english"": ""This cream moisturizes and nourishes the skin.""}, {""chinese"": ""公司今年的利润增长了百分之十。"", ""english"": ""The company's profit increased by ten percent this year.""}, {""chinese"": ""春雨润物无声。"", ""english"": ""Spring rain silently nourishes all things.""}]","[{""word"": ""利润"", ""pinyin"": ""lìrùn"", ""meaning"": ""profit; gain""}, {""word"": ""润滑"", ""pinyin"": ""rùnhuá"", ""meaning"": ""to lubricate; slippery""}, {""word"": ""滋润"", ""pinyin"": ""zīrùn"", ""meaning"": ""to moisten; moist""}]"
1296,骂,罵,,mà,,,ma4,,,30,5,,to scold | to curse | to rebuke | to insult,"[{""chinese"": ""妈妈因为我迟到而骂我。"", ""english"": ""Mom scolded me for arriving late.""}, {""chinese"": ""不要骂其他小孩，要和他们友好相处。"", ""english"": ""Don't curse at other children; get along with them nicely.""}, {""chinese"": ""他被批评和骂了一顿。"", ""english"": ""He received criticism and a scolding.""}]","[{""word"": ""破口大骂"", ""pinyin"": ""pòkǒu dà mà"", ""meaning"": ""to curse loudly and violently""}, {""word"": ""互相骂"", ""pinyin"": ""hùxiāng mà"", ""meaning"": ""to curse each other; to exchange insults""}, {""word"": ""骂街"", ""pinyin"": ""mà jiē"", ""meaning"": ""to curse in the street; to abuse loudly""}]"
1297,欠,欠,,qiàn,,,qian4,,,76,5,,to owe | to lack | to be deficient in | to yawn,"[{""chinese"": ""我还欠你五百块钱。"", ""english"": ""I still owe you five hundred yuan.""}, {""chinese"": ""这个计划缺欠了一些重要细节。"", ""english"": ""This plan lacks some important details.""}, {""chinese"": ""他张开嘴欠了一个大哈欠。"", ""english"": ""He opened his mouth and gave a big yawn.""}]","[{""word"": ""欠债"", ""pinyin"": ""qiànzhài"", ""meaning"": ""to be in debt; to owe money""}, {""word"": ""欠缺"", ""pinyin"": ""qiànquē"", ""meaning"": ""to lack; to be short of""}, {""word"": ""打哈欠"", ""pinyin"": ""dǎ hāyawN"", ""meaning"": ""to yawn""}]"
1298,漫,漫,,màn,,,man4,,,85,5,,free | leisurely | to flood | widespread | comics,"[{""chinese"": ""我喜欢在公园里漫步放松。"", ""english"": ""I like to take a leisurely stroll in the park to relax.""}, {""chinese"": ""她沉浸在漫长的思考中。"", ""english"": ""She was absorbed in a long period of thought.""}, {""chinese"": ""小孩们喜欢看漫画书。"", ""english"": ""Children love reading comic books.""}]","[{""word"": ""漫画"", ""pinyin"": ""manhuà"", ""meaning"": ""comic; cartoon; comic strips""}, {""word"": ""漫步"", ""pinyin"": ""mànbù"", ""meaning"": ""to stroll; to walk leisurely""}, {""word"": ""漫长"", ""pinyin"": ""manzhǎng"", ""meaning"": ""long and tedious; prolonged""}]"
1299,厉,厲,,lì,,,li4,,,27,5,,severe | serious | sharp | fierce | impressive | to sharpen,"[{""chinese"": ""他的批评非常厉害。"", ""english"": ""His criticism was very sharp and fierce.""}, {""chinese"": ""这位老师的教学方法很厉害。"", ""english"": ""This teacher's teaching methods are excellent.""}, {""chinese"": ""今年的疫情很厉害，要小心防护。"", ""english"": ""The epidemic this year is quite serious; we must be careful with prevention.""}]","[{""word"": ""厉害"", ""pinyin"": ""lìhai"", ""meaning"": ""powerful; awesome; impressive; serious""}, {""word"": ""厉声"", ""pinyin"": ""lìshēng"", ""meaning"": ""sharply; sternly; in a harsh voice""}, {""word"": ""严厉"", ""pinyin"": ""yánlì"", ""meaning"": ""severe; strict; harsh""}]"
1300,私,私,,sī,,,si1,,,115,5,,personal | private | secret | selfish,"[{""chinese"": ""我们能私下讨论这个问题吗？"", ""english"": ""Can we discuss this issue privately?""}, {""chinese"": ""他的私人生活很神秘。"", ""english"": ""His personal life is very mysterious.""}, {""chinese"": ""别那么自私，想想别人的感受。"", ""english"": ""Don't be so selfish; think about others' feelings.""}]","[{""word"": ""私人"", ""pinyin"": ""sīrén"", ""meaning"": ""private; personal""}, {""word"": ""隐私"", ""pinyin"": ""yǐnsī"", ""meaning"": ""privacy; personal secret""}, {""word"": ""自私"", ""pinyin"": ""zìsī"", ""meaning"": ""selfish; self-centered""}]"
1301,硬,硬,,yìng,,,ying4,,,112,5,,firm | hard | strong | obstinate,"[{""chinese"": ""这个面包硬得像石头一样。"", ""english"": ""This bread is as hard as stone.""}, {""chinese"": ""他有一颗硬汉的性格。"", ""english"": ""He has a tough-guy personality.""}, {""chinese"": ""这道题很难，我硬着头皮做完了。"", ""english"": ""This problem is difficult; I forced myself to complete it.""}]","[{""word"": ""硬币"", ""pinyin"": ""yìngbì"", ""meaning"": ""coin""}, {""word"": ""硬盘"", ""pinyin"": ""yìngpán"", ""meaning"": ""hard disk""}, {""word"": ""坚硬"", ""pinyin"": ""jiānyìng"", ""meaning"": ""hard; solid; firm""}]"
1302,恨,恨,,hèn,,,hen4,,,61,5,,to dislike | to hate | to resent,"[{""chinese"": ""他恨不得立刻离开这个地方。"", ""english"": ""He wishes he could leave this place immediately.""}, {""chinese"": ""我很遗憾没能帮助你，但我不恨你。"", ""english"": ""I regret not being able to help you, but I don't hate you.""}, {""chinese"": ""她恨自己当初做的决定。"", ""english"": ""She resents the decision she made back then.""}]","[{""word"": ""仇恨"", ""pinyin"": ""chóuhèn"", ""meaning"": ""hatred; enmity""}, {""word"": ""怨恨"", ""pinyin"": ""yuànhèn"", ""meaning"": ""to resent; to harbor resentment""}, {""word"": ""恨不得"", ""pinyin"": ""hènbudé"", ""meaning"": ""to wish one could; to be desperate to""}]"
1303,搜,搜,,sōu,,,sou1,,,64,5,,to seek | to search | to investigate,"[{""chinese"": ""警察搜查了整栋房子。"", ""english"": ""The police searched the entire building.""}, {""chinese"": ""我在网上搜索了这个问题的答案。"", ""english"": ""I searched online for the answer to this question.""}, {""chinese"": ""他们搜索失踪的登山者已经三天了。"", ""english"": ""They have been searching for the missing climber for three days.""}]","[{""word"": ""搜索"", ""pinyin"": ""sōusuǒ"", ""meaning"": ""to search; to look for""}, {""word"": ""搜查"", ""pinyin"": ""sōucha"", ""meaning"": ""to search; to investigate""}, {""word"": ""搜救"", ""pinyin"": ""sōujiù"", ""meaning"": ""search and rescue""}]"
1304,索,索,,suǒ,,,suo3,,,120,5,,rope; cable; to search for; to demand; to request,"[{""chinese"": ""他们用绳索爬上了高山。"", ""english"": ""They climbed the high mountain using ropes.""}, {""chinese"": ""她索要赔偿金被拒绝了。"", ""english"": ""Her demand for compensation was rejected.""}, {""chinese"": ""不假思索地做决定往往会后悔。"", ""english"": ""Making decisions without thinking often leads to regret.""}]","[{""word"": ""索取"", ""pinyin"": ""suǒqǔ"", ""meaning"": ""to demand; to request; to exact""}, {""word"": ""思索"", ""pinyin"": ""sīsuǒ"", ""meaning"": ""to ponder; to contemplate""}, {""word"": ""绳索"", ""pinyin"": ""shénɡsuǒ"", ""meaning"": ""rope; cord""}]"
